codigo_antiguo;codigo_nuevo;codigo_madre;codigo_madre2;codigo_region;region;seremi;perteneciente;TipoEstablecimiento;dependencia;nivel;nombre;codigo_comuna;nombre_comuna;Fecha Vigencia (Desde);codigo_ss_region
33-542;133542;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Caulín;10202;Ancud;01-01-2009;33
33-546;133546;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Puchaurán;10205;Dalcahue;01-01-2009;33
33-547;133547;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pid - Pid;10201;Castro;01-01-2009;33
33-548;133548;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Coinco;10208;Quellón;01-01-2009;33
33-549;133549;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chadmo Central;10208;Quellón;01-01-2009;33
33-550;133550;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Auchac;10208;Quellón;01-01-2009;33
33-551;133551;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Yaldad;10208;Quellón;01-01-2009;33
33-552;133552;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chaulinec La Villa;10210;Quinchao;01-01-2009;33
33-553;133553;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Natri;10203;Chonchi;01-01-2009;33
33-554;133554;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Curaco de Vilupulli;10203;Chonchi;01-01-2009;33
33-555;133555;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Nalhuitad;10203;Chonchi;01-01-2009;33
33-556;133556;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Cucao;10203;Chonchi;01-01-2009;33
33-557;133557;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Coipomo;10202;Ancud;01-01-2009;33
33-558;133558;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Inio;10208;Quellón;01-01-2009;33
33-559;133559;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Butalcura;10205;Dalcahue;01-01-2009;33
33-560;133560;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural San José;10207;Queilén;01-01-2009;33
33-561;133561;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chaullín;10208;Quellón;01-01-2009;33
33-703;133703;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Carlina Paillacar;10210;Quinchao;01-01-2009;33
33-725;133725;33-390;133390;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Bellavista;10202;Ancud;01-01-2009;33
33-740;133740;33-340;133340;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Metahue;10209;Quemchi;01-01-2009;33
33-745;133745;33-345;133345;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Huillinco;10203;Chonchi;01-01-2009;33
33-775;133775;33-375;133375;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Llau Llao;10201;Castro;01-01-2009;33
33-776;133776;33-375;133375;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Kintunien;10201;Castro;01-01-2009;33
33-796;133796;33-396;133396;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Rukalaf;10208;Quellón;01-01-2009;33
33-797;133797;33-396;133396;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Vista Hermosa;10208;Quellón;01-01-2009;33
18-900;200000;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Médico Kenal;08101;Concepción;16-10-2009;8
18-901;200001;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Labomedic;08103;Chiguayante;09-07-2013;8
07-902;200002;;;5;De Valparaíso;SEREMI De Valparaíso;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Médico CENTROMED;05109;Viña del Mar;02-07-2009;5
16-903;200003;;;7;Del Maule;SEREMI Del Maule;No Perteneciente;Centro de Salud;Privado;No Aplica;Integramédica Talca;07101;Talca;29-05-2013;7
15-904;200004;;;6;Del Libertador Gral. B. O'Higgins;SEREMI Del Libertador Gral. B. O'Higgins;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Interdial Limitada;06101;Rancagua;12-03-2004;6
04-906;200006;;;3;De Atacama;SEREMI De Atacama;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Bionet S.A. - Vallenar;03301;Vallenar;04-03-2013;3
33-909;200009;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Quillahue;10201;Castro;27-12-2013;33
13-910;200010;13-317;113317;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Perteneciente;;Municipal;Primario;SAPU Santa Laura;13105;El Bosque;10-02-2012;13
13-911;200011;13-301;113301;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Sur;Perteneciente;;Municipal;Primario;SAPU San Joaquín;13129;San Joaquín;07-03-2012;13
15-912;200012;;;6;Del Libertador Gral. B. O'Higgins;SEREMI Del Libertador Gral. B. O'Higgins;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Integral;06101;Rancagua;07-02-2013;6
15-913;200013;;;6;Del Libertador Gral. B. O'Higgins;SEREMI Del Libertador Gral. B. O'Higgins;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Rengo;06115;Rengo;06-11-2001;6
15-914;200014;;;6;Del Libertador Gral. B. O'Higgins;SEREMI Del Libertador Gral. B. O'Higgins;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis San Fernando;06301;San Fernando;18-11-2004;6
15-915;200015;;;6;Del Libertador Gral. B. O'Higgins;SEREMI Del Libertador Gral. B. O'Higgins;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis San José Chimbarongo;06303;Chimbarongo;30-08-2013;6
15-916;200016;;;6;Del Libertador Gral. B. O'Higgins;SEREMI Del Libertador Gral. B. O'Higgins;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Santa Cruz;06310;Santa Cruz;23-01-2007;6
15-917;200017;;;6;Del Libertador Gral. B. O'Higgins;SEREMI Del Libertador Gral. B. O'Higgins;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis SERDIAL Limitada;06301;San Fernando;06-03-1991;6
15-918;200018;;;6;Del Libertador Gral. B. O'Higgins;SEREMI Del Libertador Gral. B. O'Higgins;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis DIAL;06101;Rancagua;21-04-2006;6
05-919;200019;;;4;De Coquimbo;SEREMI De Coquimbo;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico de la Asociación Chilena de Seguridad Coquimbo;04102;Coquimbo;24-10-2007;4
05-920;200020;;;4;De Coquimbo;SEREMI De Coquimbo;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Clinidial Las Compañías;04101;La Serena;29-10-2013;4
06-921;200021;;;5;De Valparaíso;SEREMI De Valparaíso;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Servicios Médicos Valparaíso E.I.R.L;05101;Valparaíso;01-12-2009;5
01-922;200022;;;15;De Arica Parinacota;SEREMI De Arica y Parinacota;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico Instituto de Seguridad del Trabajo de Arica;15101;Arica;12-09-1993;15
16-923;200023;;;7;Del Maule;SEREMI Del Maule;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Biovida E.I.R.L;07102;Constitución;09-03-2012;7
15-924;200024;;;6;Del Libertador Gral. B. O'Higgins;SEREMI Del Libertador Gral. B. O'Higgins;No Perteneciente;Centro Médico y Dental;Privado;No Aplica;Centro Médico y Dental La Araucana Rancagua;06101;Rancagua;28-06-2005;6
26-925;200025;;;12;De Magallanes y de la Antártica Chilena;SEREMI De Magallanes y la Antártica Chilena;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico de Asociación Chilena de Seguridad;12401;Natales;17-11-1998;12
18-926;200026;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico MACROLAB;08101;Concepción;17-02-2013;8
09-927;200027;;;13;Metropolitana de Santiago;SEREMI Metropolitana de Santiago;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.);13301;Colina;10-12-2013;13
16-928;200028;;;7;Del Maule;SEREMI Del Maule;No Perteneciente;Centro de Salud;Privado;No Aplica;Asociación Chilena de Seguridad AChS San Javier;07406;San Javier;02-10-1998;7
16-929;200029;;;7;Del Maule;SEREMI Del Maule;No Perteneciente;Centro de Salud;Privado;No Aplica;Asociación Chilena de Seguridad AChS Linares;07401;Linares;02-10-1998;7
16-930;200030;;;7;Del Maule;SEREMI Del Maule;No Perteneciente;Centro de Salud;Privado;No Aplica;Asociación Chilena de Seguridad AChS Constitución;07102;Constitución;17-02-2000;7
18-931;200031;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Médico Integramédica Bio Bio;08101;Concepción;05-07-2013;8
20-932;200032;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico AChS Laja;08304;Laja;19-04-1999;8
03-933;200033;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico Asociación Chilena de Seguridad AChS Tocopilla;02301;Tocopilla;01-01-2009;2
03-934;200034;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Policíinico Asociación Chilena de Seguridad AChS Calama;02201;Calama;01-08-1997;2
03-935;200035;;;2;De Antofagasta;SEREMI De Antofagasta;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico Asociación Chilena de Seguridad AChS Mejillones;02102;Mejillones;09-07-1984;2
20-936;200036;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico AChS Cabrero;08303;Cabrero;01-01-2009;8
12-937;200037;12-301;112301;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Elena Caffarena;13123;Providencia;11-04-2014;12
16-938;200038;;;7;Del Maule;Servicio de Salud Del Maule;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Alquihue;07406;San Javier;17-03-2014;16
07-939;200039;;;5;De Valparaíso;SEREMI De Valparaíso;No Perteneciente;Centro de Salud;Privado;No Aplica;Asociación Chilena de Seguridad AChS La Calera;05502;Calera;28-12-2011;5
15-940;200040;;;6;Del Libertador Gral. B. O'Higgins;SEREMI Del Libertador Gral. B. O'Higgins;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis A y R;06310;Santa Cruz;13-01-2006;6
09-941;200041;09-718;109718;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Norte;Perteneciente;;Municipal;Primario;SAPU Libertadores;13107;Huechuraba;07-03-2014;9
15-942;200042;15-100;115100;6;Del Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente;;Servicio de Salud;Secundario;COSAM Centro 2 de Rancagua;06101;Rancagua;30-10-2013;15
15-943;200043;15-100;115100;6;Del Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente;;Servicio de Salud;Secundario;COSAM Norte Graneros;06106;Graneros;30-10-2013;15
15-944;200044;15-100;115100;6;Del Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente;;Servicio de Salud;Secundario;COSAM Sur Doñihue;06105;Doñihue;30-10-2013;15
07-945;200045;;;5;De Valparaíso;SEREMI De Valparaíso;No Perteneciente;Vacunatorio;Privado;No Aplica;Vacunatorio Caledonian;05109;Viña del Mar;24-02-2014;5
12-946;200046;;;13;Metropolitana de Santiago;SEREMI Metropolitana de Santiago;No Perteneciente;Centro de Salud;Privado;No Aplica;Diagnóstika;13123;Providencia;13-05-2008;13
11-947;200047;;;13;Metropolitana de Santiago;SEREMI Metropolitana de Santiago;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio SANALAB S.A.;13101;Santiago;27-02-2006;13
28-948;200048;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico Asociación Chilena de Seguridad AChS Arauco;08202;Arauco;27-08-2004;8
28-949;200049;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico Asociación Chilena de Seguridad AChS Cañete;08203;Cañete;27-08-2004;8
12-950;200050;;;13;Metropolitana de Santiago;SEREMI Metropolitana de Santiago;No Perteneciente;Hospital (No perteneciente al SNSS);Otra Institución;No Aplica;Hospital Clínico Universidad de Los Andes;13114;Las Condes;28-05-2014;13
14-951;200051;14-330;114330;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Sur Oriente;Perteneciente;;Municipal;Primario;SAPU Trinidad;13110;La Florida;10-01-2014;14
18-952;200052;18-304;118304;8;Del Bíobío;Servicio de Salud Concepción;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Chaimávida;08101;Concepción;09-06-2014;18
09-953;200053;;;13;Metropolitana de Santiago;SEREMI Metropolitana de Santiago;No Perteneciente;Clínica;Privado;No Aplica;Clínica Ensenada;13108;Independencia;18-07-2014;13
21-954;200054;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Tecnodial Ltda.;09101;Temuco;30-11-2007;9
21-955;200055;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Los Ángeles Limitada;09111;Nueva Imperial;19-12-2008;9
29-956;200056;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis VidaDial Collipulli;09202;Collipulli;24-04-2013;9
21-957;200057;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Villarrica Limitada;09101;Temuco;07-07-2011;9
21-958;200058;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Villarrica Ltda.;09120;Villarrica;02-07-2013;9
21-959;200059;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Araucanía Limitada;09101;Temuco;29-01-2009;9
29-960;200060;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Temuco Ltda.;09211;Victoria;29-04-2009;9
29-961;200061;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Bayo Dial;09201;Angol;13-06-2014;9
29-962;200062;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Diálisis;Privado;No Aplica;Centro de Diálisis Angol Dial Ltda.;09201;Angol;31-07-2002;9
12-900;200063;;;13;Metropolitana de Santiago;SEREMI Metropolitana de Santiago;No Perteneciente;Clínica;Privado;No Aplica;Clínica Alemana de La Dehesa;13115;Lo Barnechea;30-05-2014;13
13-964;200064;;;13;Metropolitana de Santiago;SEREMI Metropolitana de Santiago;No Perteneciente;Centro de Salud;Privado;No Aplica;Integramédica Mall Plaza Sur;13401;San Bernardo;17-05-2014;13
24-965;200065;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Otra Institución;No Aplica;Centro Médico Docente Asistencial Universidad San Sebastián;10101;Puerto Montt;18-12-2012;10
24-966;200066;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Público No perteneciente al SNSS;No Aplica;Sección Sanidad Puerto Montt de la Policía de Investigaciones de Chile;10101;Puerto Montt;09-04-2014;10
33-967;200067;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico de la Mutual de Seguridad CChC Quellón;10208;Quellón;18-08-1981;10
33-968;200068;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico de la Mutual de Seguridad CChC Castro;10201;Castro;;10
23-969;200069;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Otra Institución;No Aplica;Policlínico de Funcionarios de la Universidad de Los Lagos;10301;Osorno;17-08-2009;10
23-970;200070;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Médico Osorno Salud;10301;Osorno;31-10-2002;10
33-971;200071;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico de la Mutual de Seguridad CChC Ancud;10202;Ancud;10-11-1998;10
16-972;200072;;;7;Del Maule;Servicio de Salud Del Maule;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Villa Magisterio;07101;Talca;25-06-2014;16
24-973;200073;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud Medicina Integral y Ejercicio;10101;Puerto Montt;30-08-2006;10
24-974;200074;;;10;De Los Lagos;Servicio de Salud Del Reloncaví;Perteneciente;Consultorio de Diagnóstico y Tratamiento;Servicio de Salud;Secundario;Centro de Sangre Austral;10101;Puerto Montt;05-09-2014;24
15-975;200075;;;6;Del Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar San Vicente de Tagua Tagua;06117;San Vicente;09-09-2014;15
24-976;200076;;;10;De Los Lagos;Servicio de Salud Del Reloncaví;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital de Chaitén;10401;Chaitén;04-09-2014;24
18-977;200077;18-325;118325;8;Del Bíobío;Servicio de Salud Concepción;Perteneciente;;Municipal;Primario;SAPU Dr. Juan Cartes Arias;08106;Lota;16-09-2014;18
07-978;200078;;;5;De Valparaíso;SEREMI De Valparaíso;No Perteneciente;Vacunatorio;Privado;No Aplica;Vacunatorio Estudio Pediátrico Integral;05109;Viña del Mar;15-09-2010;5
16-979;200079;;;7;Del Maule;SEREMI Del Maule;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico Instituto de Seguridad del Trabajo de Curicó;07301;Curicó;09-07-2003;7
12-901;200080;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Oriente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro Odontológico La Reina;13113;La Reina;05-02-2013;12
12-902;200081;;;13;Metropolitana de Santiago;SEREMI Metropolitana de Santiago;No Perteneciente;Clínica;Privado;No Aplica;Clínica Orema;13132;Vitacura;19-08-2014;13
24-982;200082;;;10;De Los Lagos;Servicio de Salud Del Reloncaví;Perteneciente;Posta de Salud Rural;Servicio de Salud;Primario;Posta de Salud Rural Chauchil;10403;Hualaihué;24-10-2014;24
